name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
wesolveits,,"WeSolve IT Solutions in Dubai, UAE, is a leading provider of IT Support, IT consulting, and managed IT services to SME businesses.",https://www.linkedin.com/company/wesolve-it-solutions/,,,,,active,
whisp Internet,,Short reviews made by you! Get recomandations through reviews and opinions. Get the free app now!,,Software,,,8/1/2012,active,Alexander Bresk
whiteQu.be,,market research & development | digital publicity | experiential & lifestyle marketing,https://www.linkedin.com/company/whiteqube,,,"Greater Atlanta Area, East Coast, Southern US",1/1/2017,active,Vlad Gorenshteyn
whynow,,"whynow is a creative and platform that offers British stories, clothing, video content, news, and discovers emerging talent related to arts.",https://www.linkedin.com/company/whynow-ltd,"Art, Information Services, Information Technology, Mobile Apps",,"Europe, Middle East, and Africa (EMEA)",1/1/2019,active,
willoughby,,willoughby is a membership co-working space for freelancers and creative professionals services.,,"Freelance, Non Profit, Social",,Asia-Pacific (APAC),,active,
winshang.com,,Winshang is dedicated to providing timely and comprehensive information and industry data for the commercial real estate market.,https://www.linkedin.com/company/%E5%B9%BF%E4%B8%9C%E8%B5%A2%E5%95%86%E7%BD%91%E6%95%B0%E6%8D%AE%E6%9C%8D%E5%8A%A1%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,"Internet, Retail",,Asia-Pacific (APAC),1/1/2010,active,
wiz,,hi just smile,,,,"Greater New York Area, East Coast, Northeastern US",,active,
wolf biotech gmbh,,wolf biotech gmbh,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
woosah,,clips.,,,c_00001_00010,,12/1/2015,active,"Kirtan Patel, Sashi Tanuku"
workinggroup,,You can study different topics for achieving knowledge.,,,,,,active,
woyong fund,,woyong fund is an investment fund.,,,,,,active,
wundur,,Wundur is creative storytelling for the interactive generation.,,Media and Entertainment,c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2012,active,
ww88okcom,,"W88OK * W88 Thailand * ลิงค์ไปที่ w88 โบนัสเงินฝาก 100% ในปี 2023 เดิมพันฟรีที่ www.w88ok .com, ww88, w.88, ลิงค์ m.w88 .com, ไw88",https://www.linkedin.com/in/curnonwatchcom/,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2/1/2018,active,
wytheville office supply,,wytheville office supply is a family-owned business with a strong community presence and a commitment to servicing the office supply needs.,,"Consulting, Office Administration",,,1/1/1948,active,
x-tention,,x-tention provides software and service solutions for healthcare industries.,https://www.linkedin.com/company/x-tention/,"Health Care, Information Services, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2001,active,
x10xventures,,x10xventures is a technology advisory firm focused on startups and new-age investors.,https://www.linkedin.com/company/x10xventures,,,Asia-Pacific (APAC),1/1/2021,active,
x15ventures,,"x15ventures is a dynamic venture-building outfit, designed to bring to life the next generation of digital endeavours.",https://www.linkedin.com/company/x15ventures/,Venture Capital,,"Asia-Pacific (APAC), Australasia",1/1/2020,active,Toby Norton-Smith
x19 Studios,,X19 Studios is a publisher of mobile entertainment applications that are compatible with iPads and iPhones.,,"Apps, Mobile Apps, News",,,,active,
xCelor - Network Device,,xCelor - Network Device is a premier network technology platform.,,"Computer, Network Hardware",,"Greater Chicago Area, Great Lakes, Midwestern US",,active,
xIoTz Private Limited,,xIoTz is the creation of outstanding professional hackers from a variety of fields.,https://www.linkedin.com/company/xiotz,"Cyber Security, Information Technology, Security",,Asia-Pacific (APAC),2/2/2021,active,"Aradhana Rai, Jagan Thayananth, Sheltan Thayananth"
xMillion Capital,,xMillion Capital is an independent private equity firm that invests in early stage startup companies located across the world.,http://www.linkedin.com/company/xmillion-capital,,,"Europe, Middle East, and Africa (EMEA)",1/1/2011,active,
xRoute,,xRoute provides next generation of situational awareness to motorists through its technologies.,,"Information Technology, Navigation, Real Time, Robotics, Simulation, Software, Transportation",,"East Coast, Southern US",,active,
xSquared Ventures,,XSquared Ventures is a private investment firm that serves as a catalyst for companies that are creative and disruptive.,https://www.linkedin.com/company/xsquared-ventures/,"Banking, Financial Services, FinTech, Insurance, Venture Capital",,"East Coast, Southern US",1/1/2018,active,"Clayton Bittle, Micah Spruill"
xTechSearch,,The xTechSearch program provides non-dilutive seed prizes to small businesses to demonstrate dual-use technologies pertaining to Army needs.,,,,"Washington DC Metro Area, East Coast, Southern US",1/1/2018,active,
xTempo,,xTempo is a web-based platform that enables its users to get tasks for which they do not have time done by someone else who does.,,Internet,c_00001_00010,Latin America,,active,
xToken,,XToken is a capital markets and liquidity management platform for Web3 that gives access to financial primitives for DeFi and NFT projects.,,"Finance, Financial Services, FinTech, Trading Platform, Web3",,"San Francisco Bay Area, West Coast, Western US",1/1/2020,active,Michael J. Cohen
xVDiTeCH,,xVDITeCH is a technology company that provides work solutions in the Cloud for environments with high graphic content and computing.,https://www.linkedin.com/company/xvditech,,,,,active,
xVault,,"xVault provides e-mail solutions to government, businesses, and various industries.",,"E-Commerce, Government, Hardware, Information Technology, Robotics, Software",,"Washington DC Metro Area, East Coast, Southern US",1/1/1998,active,
xWA Growth Fund,,xWA Growth Fund is an early stage venture capital firm that invests in ventures with strong founding teams primed for global scale.,,,,,1/1/2021,active,
xaraf advisors corporation,,xaraf advisors corporation,,"Financial Services, Manufacturing, Venture Capital",,"East Coast, New England, Northeastern US",,active,
xavec,,advanced co-op hub,,,c_00011_00050,"Europe, Middle East, and Africa (EMEA)",8/31/2017,active,
xbirmedia,,xbirmedia is a software company.,https://www.linkedin.com/company/xbirmedia,,c_05001_10000,"Europe, Middle East, and Africa (EMEA), Middle East, Europe, Middle East, and Africa (EMEA)",1/1/1989,active,Deniz Karabatak
xbytesolutions,,"X-Byte Enterprise Solutions is a premier mobile app and web design development company,",,,,,,active,
xdeck,,"xdeck is a venture-platform that accelerates early-stage, data-enabled b2b tech startups",https://www.linkedin.com/company/xdeck,"Information Technology, Internet, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2019,active,"Nils Eiteneyer, Oliver Steinki"
xiVENTURES Fund,,xiVENTURES Fund focuses on quality technological opportunities.,https://www.linkedin.com/company/xiventures-fund-inc/,,,Great Lakes,1/1/2016,active,
xista science ventures,,We invest in visionary science start-ups,https://www.linkedin.com/company/xsv/,"Advanced Materials, Biotechnology, CleanTech, Computer Vision, Human Computer Interaction, Information Technology, Life Science",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",12/1/2017,active,Markus Wanko
xmobb,,"Social networking, games and content in a live online 3D virtual environment.",,,,,,active,
xo,,XO is a micro private equity company that offers services for the acquisition of small and profitable SaaS companies and execution.,https://www.linkedin.com/company/xo-capital,"Finance, Management Consulting, SaaS",,"Europe, Middle East, and Africa (EMEA)",1/1/2016,active,"Andrew Pierno, Tommy Jensen"
xponda,,Information Platform and Advertising,,"Advertising, Analytics, Information Technology, Marketing",,,,active,
xross,,"xross is a consulting firm that provides research & analysis, strategy and operations solutions.",,"Artificial Intelligence (AI), Big Data, Consulting",,Asia-Pacific (APAC),2/1/2018,active,
xrpl-rust,,xrpl-rust a 100% Rust library for interacting with the XRP Ledger.,,Open Source,,,,active,
xrpl.go,,xrpl-go library provides a Go implementation for interacting with the XRP Ledger.,,Software,,,,active,
xto10x Technologies,,xto10x Technologies is an Information Technology & Services company.,https://www.linkedin.com/company/xto10x-tech/,"Information Services, Information Technology, Software",,Asia-Pacific (APAC),1/1/2019,active,"Binny Bansal, Neeraj Aggarwal, Saikiran Krishnamurthy"
xxl,,xxl was founded in 2001,,Software,,,5/9/2001,active,
xxl-outdoors.de,,xxl-outdoors.de is a development company that specializes in mobile sports applications for iOS users.,,"Android, iOS, Mobile, Sports",,,,active,
xxventures,,xxventures is an incubator that provides customized programs for early-stagers on the EGC track.,,Incubators,,"San Francisco Bay Area, West Coast, Western US",6/9/2014,active,
xxxx,,Biopharmaceutical company primarily focused on the development of a promising therapy for pancreatic and ovarian cancer.,,"Biotechnology, Pharmaceutical",c_00011_00050,,1/1/2014,active,Christian Marin-Muller
xxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxxxxxxx,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
xyz,,xyz,,,,,,active,"Cutter Mitchell, Steve Gonzalez"
yaEnergetik.rf,,"Service of automatic electric power metering in power companies, housing and communal services and at enterprises.",,"Energy, Renewable Energy",c_00011_00050,,,active,
yakha,,Yakha is a company that specializes in IT.Talent.Development.,https://www.linkedin.com/company/yakha-gmbh,"Recruiting, Training",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2022,active,
yard[hub],,web3 venture studio and accelerator. We turn IDEAS into VENTURES.,https://www.linkedin.com/company/yard-hub,"Blockchain, Information Technology, Venture Capital, Web3",,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East, Middle East and North Africa (MENA)",1/1/2021,active,
yazılım24,,yazılım24 is to enable people to progress faster in a shorter time and to be better prepared for the industry.,https://www.linkedin.com/company/yaz%C4%B1l%C4%B1m24/,"Information Technology, Software",c_00001_00010,"Europe, Middle East, and Africa (EMEA), Middle East, Europe, Middle East, and Africa (EMEA)",1/1/2009,active,
yefira group,,"Yefira provides corporate financial solutions in sourcing, structuring, executing merges & acquisitions and business development.",https://www.linkedin.com/company/yefira-group/,"Business Development, Consulting, Financial Services",,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",1/1/2012,active,
yunexus,,Decentralized Identity Management Platform,,"Financial Services, Information Technology, Insurance, Internet, Internet of Things, Payments",,,5/1/2018,active,
yutori,,Yutoriis a Startup to expand the D2C business and influencer brand.,,"Advertising, Content, E-Commerce, Fashion",,Asia-Pacific (APAC),4/4/2018,active,Shunsuke Matsubara
zVentures,,Emerging companies with opportunities for massive growth and improvement,,"Angel Investment, Finance, Venture Capital",,"San Francisco Bay Area, West Coast, Western US",9/12/2016,active,Min-Liang Tan
zahnco,,"Die Pflege deiner Zähne sollte nicht nur etwas sein, was du tun musst, sondern fester Bestandteil deines Lifestyles sein.",,,,,,active,
© MY CORPORATIONS HOLDING,,"HOLDING, VENTURE CAPITAL",,,c_00051_00100,"Greater New York Area, East Coast, Northeastern US",2/1/2009,active,
Àlber Blanc,,"Unite of innovative companies in the field of finance, digital assets, telecommunications and autonomous flying vehicles",https://www.linkedin.com/company/alberblanc/,"Asset Management, Autonomous Vehicles, Finance, Telecommunications",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",7/25/2020,active,Anton Babushkin
Ágathos Group,,"Ágathos transform people through Education, setting an example in innovative learning and management practices",https://www.linkedin.com/company/escola-superior-'ci-ncias-e-letras',,,Latin America,1/1/1973,active,
Ääkköset Oy,,We invest in inspiring innovations driven by true entrepreneurs. Lets accelerate the productization to make a global impact.,https://www.linkedin.com/company/%C3%A4%C3%A4kk%C3%B6set-oy/,,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",10/7/2016,active,"Jani Kenttälä, Joachim Viide"
Å Energi,,Å Energi is Creating a world powered by clean energy.,https://www.linkedin.com/company/%C3%A5-energi/,"Manufacturing, Renewable Energy, Semiconductor",,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
Åland Telefonandelslag,,Åland Telefonandelslag is a user-owned telephone company.,,Wired Telecommunications,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
"Ålands Ömsesidiga Försäkringsbolag,",,Ålands Ömsesidiga Försäkringsbolag (Åland's Mutual Insurance Company) is an Åland-based non-life insurance company.,https://www.linkedin.com/company/-lands-msesidiga-f-rs-kringsbolag/,,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1866-01-01,active,
Ålandsbanken,,"Alandsbanken provides retail banking, corporate finance, asset management, and private banking services to institutions and individuals.",https://www.linkedin.com/company/-landsbanken-abp/,"Asset Management, Banking, Finance, Financial Services",,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1919,active,
Ålesund University College,,The Norwegian University of Science and Technology (NTNU) is a public university in Norway and the largest university.,https://www.linkedin.com/school/ntnu-i-alesund/,,,,,active,
Årdal Energi,,Årdal Energi is an investment firm.,,,,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
Åva High School,,Åva High School is an educational institution.,https://www.linkedin.com/company/taby-kommun,,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
Çalık Enerji,,Çalık Enerji offers natural energy to work for people in order to build a better and more sustainable future.,https://www.linkedin.com/company/calik-enerji/,"Energy, Natural Resources, Renewable Energy",,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/1988,active,
Çanakkale Onsekiz Mart University,,"Çanakkale Onsekiz Mart University is a public research university offering R&D, application-oriented, and project-based research courses.",https://www.linkedin.com/school/canakkale-onsekiz-mart-university,Higher Education,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/1992,active,
ÉCOLE NATIONALE SUPÉRIEURE DE CRÉATION INDUSTRIELLE,,"ENSCI–Les Ateliers, is a French design school located in the 11th arrondissement of Paris.",https://www.linkedin.com/school/ensci/?originalSubdomain=fr,"Education, Higher Education, Industrial Design",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",11/8/1982,active,
École 3A - L'école internationale du management responsable,,École 3A - L'école internationale du management responsable provide Higher Education.,https://www.linkedin.com/school/3a-ecole-du-management-responsable-et-solidaire,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1984,active,
École Amédée-Boisvert,,École Amédée-Boisvert is a St-Albert elementary school.,,Primary Education,,,,active,
École Des Explorateurs,,"École Des Explorateurs is a primary school in Malartic, Quebec, Canada.",,Education,,,,active,
École Européenne Bruxelles III,,"École Européenne Bruxelles III is a school that offers physical, arts, and music education for students.",https://www.linkedin.com/company/european-school-of-brussels-3/,"Education, Higher Education, Training",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1999,active,
École Internationale de Mode & Luxe,,"EIDM offers students a range of specialized programs from Bachelor's to Master's, as well as recognized professional diplomas.",https://fr.linkedin.com/school/eidm-ecole-internationale-de-mode-luxe/,"Education, Higher Education, Professional Services",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2007,active,
École Montmartre,,"École Montmartre Elementary in Montreal, Canada",,"Education, Primary Education, Secondary Education",,,,active,
École Nationale des Arts Visuels de La Cambre,,École Nationale des Arts Visuels de La Cambre,,,,,,active,
École Secondaire Saint-Laurent,,École Secondaire Saint-Laurent is a Francophone public and mixed secondary school located in the Saint-Laurent borough in Montreal.,,,,,,active,
École alsacienne,,"École alsacienne provides education for nursery, elementary classes, middle and high school classes.",https://www.linkedin.com/school/ecole-alsacienne,"Education, Higher Education, Secondary Education",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1874-01-01,active,
École centrale de Nantes,,École centrale de Nantes is a french engineering school.,https://www.linkedin.com/school/74461/,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1919,active,
École d'Entrepreneurship de Beauce (EEB),,École d'Entrepreneurship de Beauce (EEB) is a trade school.,https://www.linkedin.com/company/-cole-d'entrepreneurship-de-beauce,,,,1/1/2010,active,
École d'Éducation Internationale,,Ecole d`Education Internationale is a Co-Educational Private School.,,Education,,,,active,
École des métiers du meubles de Montréal,,École des métiers du meubles de Montréal is an educational institution.,,,,,,active,
École nationale supérieure d'architecture de Paris-Val de Seine,,École nationale supérieure d'architecture de Paris-Val de Seine is characterized by the great diversity of its educational offering.,,"Education, Higher Education",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1999,active,
École nationale supérieure de paysage,,"École nationale supérieure de paysage is a landscape design school and a recognized center for training, research, and production.",https://www.linkedin.com/school/enspaysage,,,,,active,
École secondaire catholique Paul-Desmarais,,École secondaire de langue française à Stittsville au Canada,https://www.linkedin.com/company/conseil-des-coles-catholiques-du-centre-est,"Education, Secondary Education",,Great Lakes,2/1/2016,active,
Écomarché SA,,Écomarché SA is owns and operates small supermarkets.,,"Consumer Goods, Retail",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1995,active,
Érbe Family Office,,Érbe Family Office is an investment firm.,https://www.linkedin.com/company/%C3%A9rbe-family-office,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
Établissement Peugeot Frères,,The holding company of the Peugeot family group,https://www.linkedin.com/company/etablissements-peugeot-freres-sa/mycompany/,,,,1851-01-01,active,
Éxito Educativo,,Éxito Educativo is an after-school program that promotes academic success among Latino families.,,,,,,active,
Íope Ventures,,Íope Ventures operates as a venture capital firm.,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",9/1/2022,active,
ÑECA S.A.S,,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,,,active,
Ó. Johnson og Kaaber,,Johnson og Kaaber is a progressive wholesale company with an extensive distribution network and a low overhead.,,,,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1906,active,
Öhman Group,,Öhman Group is a responsible and independent fund manager.,https://www.linkedin.com/company/the-ohman-group,Asset Management,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1906,active,Bankirfirman E. Öhman J
Örebro University School of Business,,Örebro University School of Business is a place where education and research meet in the four subjects.,https://www.linkedin.com/school/%C3%B6rebro-university-school-of-business,Higher Education,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1991,active,
Östberg Group,,Östberg Group is one of the world leading duct fan producer located in Avesta.,https://www.linkedin.com/company/ostberg-americas/,"Industrial, Manufacturing, Mechanical Engineering",,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1981,active,
Östboskolan Värnamo.,,Östboskolan Värnamo.,,Higher Education,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
Östra Grevie Folkhögskola,,Östra Grevie Folkhögskola is one of Sweden's largest folk high schools which offer knowledge in a creative environment.,https://www.linkedin.com/company/ostragreviefolkhogskola,Education,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/2014,active,
Östra Reals gymnasium,,"Östra Reals Gymnasium is a secondary school institution located in Östermalm, Stockholm, Sweden.",,Education,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,active,
Ørsted Propel acceleration programme,,Ørsted Propel is an acceleration program of sustainable energy company Ørsted in partnership with Rockstart.,https://www.linkedin.com/company/orsted,,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/2022,active,
Ørsted Ventures,,"Ørsted Ventures is an early stage, patient capital fund designed to help the next generation of climate entrepreneurs.",,,,,,active,
Østergaard Biler A/S,,Østergaard Biler A/S provides car rental services. ,,Railroad,,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1954,active,
Østfold University College,,Østfold University College provides education to about 7000 students and offers more than 100 study options.,https://www.linkedin.com/school/hogskolen-i-ostfold/,"Education, Higher Education, Universities",,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1994,active,
Útgerðarfélag Reykjavíkur,,Útgerðarfélag Reykjavíkur is an Icelandic seafood company that owns and operates the freezer trawlers Gudmundur and Nesi RE.,https://www.linkedin.com/company/urseafood/,"Food and Beverage, Seafood",,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/1998,active,
Überblick Holding AG,,Investment,,,,,,active,
Übermorgen Ventures,,We are an early stage venture fund backing entrepreneurs that build profitable solutions to fight climate change,https://www.linkedin.com/company/%C3%BCbermorgen-ventures/,,,"Europe, Middle East, and Africa (EMEA)",1/1/2019,active,Adrian Bührer
Ünlü Portföy,,Ünlü Portfolio R&D Venture Capital Investment Fund is an investment fund.,,,,,,active,
Üsküdar University,,Üsküdar University is a thematic university in the fields of behavioral health and sciences.,https://www.linkedin.com/company/uskudar-universitesi,,,"Europe, Middle East, and Africa (EMEA), Middle East, Europe, Middle East, and Africa (EMEA)",3/3/2011,active,
ælf,,"ælf is a decentralized Cloud Computing Blockchain Network, featuring parallel processing and nodes clustering to enable scaling...",https://www.linkedin.com/company/aelfblockchain,"Blockchain, Cloud Computing, Internet",,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",1/1/2017,active,"Haobo Ma, Zhuling Chen"
èlevit,,Technology for Smart Surface,https://www.linkedin.com/company/èlevit/,"Hardware, Product Design",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",12/17/2021,active,
être Venture Capital,,être Venture Capital is a venture capital firm run by women that encourages and supports mission-driven business owners.,https://www.linkedin.com/company/%C3%AAtre/,,,"San Francisco Bay Area, West Coast, Western US",1/1/2022,active,
āltitude,,"āltitude is closing the European SME Tech Gap by investing in (pre-)seed B2B software startups with a focus on people, product, and process.",https://www.linkedin.com/company/%C4%81ltitude,"Artificial Intelligence (AI), Information Technology, SaaS, Small and Medium Businesses, Software, Sustainability",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2022,active,
ēllu app,,"ēllu an innovative communication app and wearable. It helps users communicate better, protect their safety, and plan better their life.",https://www.linkedin.com/company/ellu-company/?lipi=urn%3Ali%3Apage%3Acompanies_company_about_index%3Ba53da6b6-83be-4254-9084-b0e7c23bde80,"Communication Hardware, Consumer Software",,,1/1/2020,active,
İTÜNOVA,,İTÜNOVA offers academic studies and new technologies developed in Istanbul Technical University (ITU).,https://www.linkedin.com/in/itunovatto/,"EdTech, Education",,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",2/1/2013,active,
İstanbul Portföy Yönetimi,,İstanbul Portföy Yönetimi is an investment management firm based in Turkey.,https://www.linkedin.com/company/istanbul-portf-y,Venture Capital,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2007,active,
İzmir University of Economics,,İzmir University of Economics is a school in Izmir.,https://www.linkedin.com/company/izmir-university-of-economics_2,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2001,active,
Łódzka Specjalna Strefa Ekonomiczna S.A.,,Special Economic Zone of Lodz,https://www.linkedin.com/company/lodz-special-economic-zone/,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1997,active,
Ślisz-Sandecka Kozioł,,Ślisz-Sandecka Kozioł is an investment firm.,https://www.linkedin.com/company/ssklegal/,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
Şerif Çorap,,"Şerif Çorap designs, manufactures, and supplies socks for men, women, and children.",https://www.linkedin.com/company/%C5%9Ferif-%C3%A7orap-a-%C5%9F,"Apparel, Manufacturing, Wholesale",,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/1957,active,
Škoda Auto,,"Škoda is a Czech automobile maufacturer founded in 1895 as Laurin and Klement based in Mladá Boleslav, Czech Republic",https://www.linkedin.com/company/skoda-auto/,"Automotive, Manufacturing",,"Europe, Middle East, and Africa (EMEA)",1895-01-01,active,"Václav Klement, Václav Laurin"
​Masto,,Masto produces consumer electronics with the help of recycled materials to provide alternative options at affordable prices.,,"Consumer Electronics, E-Commerce, Hardware, Recycling",,,1/1/2018,active,
​Seed Money,,"Seed Money supports entrepreneurial initiatives with very high potential, at the first steps of their development plan.",https://www.linkedin.com/company/seedmoney-srl/,"Finance, Financial Services, Real Estate Investment",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2016,active,
​University of Akron ​Research ​Foundation​,,"​University of Akron ​Research ​Foundation offers resources for entrepreneurs, students, and faculty to innovate and launch ideas.",https://www.linkedin.com/showcase/university-of-akron-research-foundation/,"Education, Innovation Management",,"Great Lakes, Midwestern US",1/1/2001,active,
​Wadai Channel,,​​Wadai Channel is an information site that introduces popular products on TV and on the Internet.,,"Broadcasting, Information Services, Internet, TV, TV Production",,Asia-Pacific (APAC),1/1/2010,active,
‎Dubai National School,,‎Dubai National School offers an international educational program.,https://www.linkedin.com/company/dubai-national-school---al-barsha/,"Education, Higher Education",,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East, Middle East and North Africa (MENA)",1/1/1988,active,
‎Integr8d Capital,,‎Integr8d Capital is an investment Firm.,https://www.linkedin.com/company/integr8d-capital/,,,"Greater Houston Area, Southern US",1/1/2017,active,John S. Reale
‎Leopold-Franzens University of Innsbruck‎,,‎Leopold-Franzens University of Innsbruck‎ is a public research university that focuses primarily on research and development.,https://www.linkedin.com/company/universit-t-innsbruck,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1669-01-01,active,
‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎,,‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎,,,,,,active,
“SAS” Autosystemtechnik,,“SAS” Autosystemtechnik is a global provider of assembly and logistics services for the automotive industry.,,,,,,active,
고질라 VS. 콩 (2021) 한국 최신 영화 다시 보기,,기타 | 영화 고질라 VS. 콩 다시보기 (2020개봉) 다운로드 (Rock) 무료보기,,,,,,active,
기술보증기금,,技保는 기술보증기금법에 의해 설립된 정부출연기관으로서 기술혁신형 기업에 기술보증 및 기술평가를 중점지원하여 기업의 기술경쟁력을 제고하고 나아가 우리경제의 지속적인 성장동력 창출의 일익을 담당하고 있는 기술금융 전문지원기관입니다.,,,,,,active,
샌즈카지노,,"우리카지노 | 샌즈카지노 | 플러스카지노 | 대한민국, 샌즈카지노 최고의 www.zzang79.com 온라인카지노로써 우리계열 대표 브랜드입니다.",,"Casino, Media and Entertainment, Social Media",c_00101_00250,,1/1/2021,active,
Ｔ&Ｋ ＴＯＫＡ,,"Ｔ&Ｋ ＴＯＫＡ is a manufacture and sale of ink for various printing and synthetic resin for printing, painting and adhesive.",,"Manufacturing, Printing",,Asia-Pacific (APAC),12/23/1949,active,
